course_id,course_title1111,youtube_video_link,creator_name,Channel Name,Likes,,,
994754,The Power Modeling Bootcamp: Advanced Excel in 10 Days,https://www.youtube.com/watch?v=EHF6ABWJDYU,Emily Davis,Smart Business Tutorials,48906,,,
43319,Options Trading Basics (3-Course Bundle),https://www.youtube.com/watch?v=5MS2RKAMVAD,Emily Davis,BizTech Explained,58011,,,
408440,How to Win 97% of Your Options Trades,https://www.youtube.com/watch?v=RYIX9U415WT,Carlos Rivera,Finovate Academy,32948,,,
918688,How I Make Consistent Returns Trading Options,https://www.youtube.com/watch?v=P16NBZXTKLN,Sara Lee,Money Meets Code,25417,,,
308694,"Forex Strategies: Kelly Criterion, Larry Williams and more!",https://www.youtube.com/watch?v=MM1NPQOES7N,Aisha Khan,Finovate Academy,93595,,,
199450,"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",https://www.youtube.com/watch?v=9N07HHMPTNL,Aisha Khan,Smart Business Tutorials,83760,,,
401784,Options Trading Introduction: Day Trade Stock Options,https://www.youtube.com/watch?v=EGKAIJ0YHS1,Sara Lee,Tech & Finance Simplified,62228,,,
1122792,The Almost Perfect Options Trading Strategy System - Unique,https://www.youtube.com/watch?v=BPN1G0JM6WG,Rajesh Kumar,Smart Business Tutorials,35856,,,
709500,Forex Trading -  Learn to Trade Forex Like the Banks,https://www.youtube.com/watch?v=4WJ9T3HEMH1,Rajesh Kumar,Finovate Academy,93141,,,
285638,Learn to Trade for Profit:Trading with Japanese Candlesticks,https://www.youtube.com/watch?v=TEQTBHSJ8R0,Aisha Khan,BizTech Explained,88978,,,
1135126,The Most Powerful Options Spread Trading Front Ratio Spread,https://www.youtube.com/watch?v=VZAGGEWAX21,Aisha Khan,Crypto & Capital,11643,,,
834558,What Finance Job is for You? Explanation of 14 Finance Roles,https://www.youtube.com/watch?v=CHSMW61JSS6,Emily Davis,Codeconomics,87110,,,
551968,The Blueprint for Successful Stock Trading,https://www.youtube.com/watch?v=KJBEOC6H70Q,Emily Davis,Smart Business Tutorials,19209,,,
1005658,Trading for Beginners - Intermediate Level,https://www.youtube.com/watch?v=MVYL97SQ6WH,Carlos Rivera,BizTech Explained,17115,,,
746432,Start Trading Stocks Using Technical Analysis!,https://www.youtube.com/watch?v=G73KZUETEII,Sara Lee,Codeconomics,85617,,,
1057242,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,https://www.youtube.com/watch?v=LVTE1UI2HAJ,Sara Lee,Money Meets Code,29535,,,
284118,VPS for Forex Trading - Protect Your Forex Robots,https://www.youtube.com/watch?v=2BU55CL97TI,Emily Davis,Finovate Academy,87230,,,
302562,Introduction to Accounting: The Language of Business,https://www.youtube.com/watch?v=ZLT868FAOVM,Michael Chen,Tech & Finance Simplified,71185,,,
596598,Basic Excel for Basic Bookkeeping and Accounting,https://www.youtube.com/watch?v=DP1S3BL8DK4,Carlos Rivera,Smart Business Tutorials,57253,,,
860890,"Using 'The Greeks To Understand Options""",https://www.youtube.com/watch?v=I4PWR3B8U5A,John Smith,Codeconomics,34683,,,
951050,Trading Options For Consistent Returns: Calendar Spreads,https://www.youtube.com/watch?v=D6O6ZD4XY4J,Michael Chen,BizTech Explained,48139,,,
796450,How to Create Your Personal Budget,https://www.youtube.com/watch?v=PNV3Q5JE1OV,Sara Lee,Money Meets Code,95998,,,
502772,The Complete Value Investing Course: A Proven Approach,https://www.youtube.com/watch?v=85UZULG6143,John Smith,BizTech Explained,21877,,,
1102462,FOREX Trading with Price Action,https://www.youtube.com/watch?v=K3QYXEYXSOW,Michael Chen,Money Meets Code,4465,,,
1062092,Emini ES Futures - Advanced Non Directional Options Trading,https://www.youtube.com/watch?v=O18Z0BZ72HD,Emily Davis,Tech & Finance Simplified,24492,,,
891484,Forex Trading - Advanced Fundamental Analysis,https://www.youtube.com/watch?v=K6GWTYCTP33,Emily Davis,Tech & Finance Simplified,44265,,,
1217064,How To Invest With Tiny Capital In Stocks ?,https://www.youtube.com/watch?v=GHETVQUGDF2,Michael Chen,BizTech Explained,54143,,,
382204,Learn How To Successfully Trade Stocks: In 5 Simple Steps,https://www.youtube.com/watch?v=V6W301AJHKX,Rajesh Kumar,Smart Business Tutorials,45339,,,
1259560,Test your knowledge in Basics of Accounting,https://www.youtube.com/watch?v=HTKVSMMTVYB,Emily Davis,Finovate Academy,43127,,,
308696,Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,https://www.youtube.com/watch?v=XDVNXMEF9C0,Aisha Khan,BizTech Explained,46683,,,
1270254,Test your Knowledge in Cost Accounting,https://www.youtube.com/watch?v=CIEENRQSMCV,Michael Chen,Money Meets Code,47545,,,
474928,Intermediate Options trading concepts for Stocks and Options,https://www.youtube.com/watch?v=RQ5YYKT175H,Rajesh Kumar,Smart Business Tutorials,50649,,,
1148774,Options Trading 101: The Basics,https://www.youtube.com/watch?v=HAT8NLZIN0Q,Aisha Khan,Codeconomics,72587,,,
959144,Practical Accounts APP Overview,https://www.youtube.com/watch?v=2EAPWP0Q0Q4,John Smith,Crypto & Capital,32782,,,
1233350,Bitcoin Profits for Beginners,https://www.youtube.com/watch?v=WL278H7MEKA,Michael Chen,BizTech Explained,10393,,,
572744,Trend Traders Club: How To Find And Trade Fast Moving Trends,https://www.youtube.com/watch?v=42WYVZUL47G,Aisha Khan,Crypto & Capital,8713,,,
724062,Financial Statements Basics,https://www.youtube.com/watch?v=5ZQFCM9IM6S,Sara Lee,Codeconomics,18074,,,
474212,High performance Stock Trading using key Options techniques,https://www.youtube.com/watch?v=U8VAMAGK1GV,Rajesh Kumar,Tech & Finance Simplified,51881,,,
771276,Introduction to Financial Statement Analysis,https://www.youtube.com/watch?v=5VU27ANES5S,Aisha Khan,Codeconomics,80074,,,
388164,Basics of Economics (College Level),https://www.youtube.com/watch?v=CD2IRSPXN4T,Aisha Khan,Smart Business Tutorials,12396,,,
133536,Stock Market Investing for Beginners,https://www.youtube.com/watch?v=J4ZB9PV2V4B,John Smith,Money Meets Code,30616,,,
655300,Accounting for Beginners : Learn Basics in under 1 Hour,https://www.youtube.com/watch?v=R6R554FKSJY,Emily Davis,BizTech Explained,96365,,,
949504,Straddle Options Trading - Profit in Any Market Direction,https://www.youtube.com/watch?v=7LIJSCTSX96,Rajesh Kumar,BizTech Explained,28146,,,
265960,Fundamentals of Forex Trading,https://www.youtube.com/watch?v=AUIKVZKJKLL,Michael Chen,Money Meets Code,39305,,,
680044,"Binary Options: Trading Strategies, 90% Accuracy and Signals",https://www.youtube.com/watch?v=528L9G8OYHY,Michael Chen,Tech & Finance Simplified,5022,,,
923616,Website Investing 101 - Buying & Selling Online Businesses,https://www.youtube.com/watch?v=XWCA7T066GP,Sara Lee,Crypto & Capital,30885,,,
741898,Practical Accounts & Bookkeeping Automated Overview ,https://www.youtube.com/watch?v=4L4HVTRNNUW,Rajesh Kumar,Codeconomics,80875,,,
381330,Live Account - ETF Trading System - Hacking The Stock Market,https://www.youtube.com/watch?v=PL8KTYFGZ6W,John Smith,Smart Business Tutorials,94822,,,
545918,Stock Market Leverage: How to Start Trading Options Wisely,https://www.youtube.com/watch?v=ADHX1XMRT2Y,Rajesh Kumar,Finovate Academy,62289,,,
191854,Stock Market Foundations,https://www.youtube.com/watch?v=BIDQOJ4IZWV,Michael Chen,Codeconomics,12011,,,
471546,Crash Course on Working Capital Management,https://www.youtube.com/watch?v=SWCLWAYAP9C,Sara Lee,Crypto & Capital,64115,,,
866584,Advanced Accounting A Complete Study for CA / CMA / CFA / CS,https://www.youtube.com/watch?v=LOO4Y4L15QD,Rajesh Kumar,Tech & Finance Simplified,60546,,,
889824,61% Profit In 1 Month - Crush Your Forex Trading Paradigm,https://www.youtube.com/watch?v=JPD53F7GXZJ,Sara Lee,Crypto & Capital,74092,,,
1191504,How to create a routine Trading,https://www.youtube.com/watch?v=2LJQAPWC6P7,John Smith,Crypto & Capital,12933,,,
585752,"Forex Trading Secrets |MT4 Robot (EA) inside, no coding",https://www.youtube.com/watch?v=C53KLP9OJ9Y,Sara Lee,Codeconomics,37975,,,
671578,Forex SOS Course: Trading Tweaks And Working Forex Strategy,https://www.youtube.com/watch?v=IE45TWMM0UP,John Smith,Money Meets Code,55417,,,
151668,Introduction to Financial Modeling,https://www.youtube.com/watch?v=C5F4GBWGM0N,John Smith,Crypto & Capital,61043,,,
1105344,Quantitative Aptitude for Banking & Competitive Examinations,https://www.youtube.com/watch?v=U38V2DL743F,Emily Davis,Money Meets Code,42540,,,
44836,Option Spreads and Credit Spreads Bundle,https://www.youtube.com/watch?v=X2NXJEG3F3E,Carlos Rivera,Smart Business Tutorials,58309,,,
840300,B Com Accountancy I (Paper ECO 02 IGNOU),https://www.youtube.com/watch?v=PUICQJZ72AD,Emily Davis,Crypto & Capital,35621,,,
1100054,FOREX TRADING - Learn in a quick + profitable way + support,https://www.youtube.com/watch?v=G0MHC8JS6Q7,Rajesh Kumar,BizTech Explained,37589,,,
421054,Auditing Basics (Professional Course Level),https://www.youtube.com/watch?v=DPBK6XC7C6H,John Smith,Tech & Finance Simplified,84873,,,
528784,Stock market Investing Encyclopedia: How to invest in stocks,https://www.youtube.com/watch?v=03QA5JRXRQ6,Michael Chen,Money Meets Code,16780,,,
637430,Learn the basics of preparing accounting statements,https://www.youtube.com/watch?v=OL1YXN28K42,Rajesh Kumar,Finovate Academy,14585,,,
236080,Elliott Wave -Forex Trading With The Elliott Wave Theory,https://www.youtube.com/watch?v=MSFLD98KRK3,Sara Lee,Smart Business Tutorials,71280,,,
777444,Corporate Finance - A Brief Introduction,https://www.youtube.com/watch?v=B4W7KS05PHW,Sara Lee,Money Meets Code,46023,,,
474238,Excel functions to analyze and visualize data,https://www.youtube.com/watch?v=49SQ6V54CJH,Rajesh Kumar,Tech & Finance Simplified,33955,,,
1245244,Building Financial Statements in Excel,https://www.youtube.com/watch?v=CXKUOUQ890A,Sara Lee,Finovate Academy,90221,,,
1051570,Transfer Pricing A Complete Analysis,https://www.youtube.com/watch?v=FKYXELWKR6M,Michael Chen,Money Meets Code,11956,,,
262370,Accounting: Get Hired Without Work Experience,https://www.youtube.com/watch?v=VTMLJNM0YK7,John Smith,BizTech Explained,61244,,,
1188178,Forex Trading for Beginners - Basics,https://www.youtube.com/watch?v=YDSFALK0G38,Rajesh Kumar,Finovate Academy,39799,,,
824592,Basic Bookkeeping Hacks,https://www.youtube.com/watch?v=3Y7LZJPZM12,Sara Lee,Tech & Finance Simplified,67830,,,
1147458,Complete Trading Plan Course for Stocks & Forex (10 Hours),https://www.youtube.com/watch?v=4M06BEB5UKA,Rajesh Kumar,Finovate Academy,33277,,,
1243448,"Forex Trading with Fixed 'Risk through Options Trading""",https://www.youtube.com/watch?v=YI135M848UG,John Smith,Money Meets Code,9700,,,
730414,"Intro to Investment Banking, M&A, IPO, Modeling + Free Book",https://www.youtube.com/watch?v=OEQ70YWI96V,Aisha Khan,Finovate Academy,6659,,,
252396,How to Pick The Right Penny Stocks To Invest In 2017,https://www.youtube.com/watch?v=0URX2JBUO5L,Sara Lee,Smart Business Tutorials,37054,,,
1198166,Top 10 Trading Ideas in the Equities Market,https://www.youtube.com/watch?v=JLRFY7Q4G8Q,Carlos Rivera,Finovate Academy,55792,,,
920604,Intro to Financial Modeling,https://www.youtube.com/watch?v=XPK9S5JYH2F,Carlos Rivera,Money Meets Code,70137,,,
215728,Shark Accounting - Building a Business by the Numbers!,https://www.youtube.com/watch?v=T3OVDAEHPCP,Emily Davis,Tech & Finance Simplified,55058,,,
722174,Forex Trading MAKE YOUR FIRST TRADE TODAY!,https://www.youtube.com/watch?v=YXEFHTF8EJA,Rajesh Kumar,Money Meets Code,65838,,,
48841,Accounting in 60 Minutes - A Brief Introduction,https://www.youtube.com/watch?v=KDQ527PEC1G,Sara Lee,Tech & Finance Simplified,21586,,,
907444,SAP FICO For Beginners - A Guide to SAP Financial Accounts,https://www.youtube.com/watch?v=0KW3D97RYCN,Michael Chen,Smart Business Tutorials,44058,,,
317030,Learn how to double your Forex Trading Account in one trade,https://www.youtube.com/watch?v=MFIOO7Q3J80,Aisha Khan,Crypto & Capital,83242,,,
891490,"Accounting Superpowers: Learn Accounts, Understand Business!",https://www.youtube.com/watch?v=3DERZ11Z2AT,Emily Davis,BizTech Explained,68208,,,
1070886,Python Algo Trading: FX Trading with Oanda,https://www.youtube.com/watch?v=TJSEDIQ5W5T,Michael Chen,Money Meets Code,51755,,,
812616,Save on Your Taxes,https://www.youtube.com/watch?v=R89B9NVIM7P,Carlos Rivera,Crypto & Capital,59714,,,
407984,Financial Model Basics: Build a model from start to finish,https://www.youtube.com/watch?v=SMXEG46IZUW,Aisha Khan,BizTech Explained,35403,,,
214046,Option Trading for Rookies: The Covered Call Option Strategy,https://www.youtube.com/watch?v=UIF11QIDQHS,Aisha Khan,Tech & Finance Simplified,86133,,,
512400,EFT for Stock Options Trading Success & Making Better Trades,https://www.youtube.com/watch?v=83YPXGVNQI0,Rajesh Kumar,Tech & Finance Simplified,31133,,,
377370,Learn to Trade the Stock Market without Blowing Your Profits,https://www.youtube.com/watch?v=D7J9G64NBTE,Sara Lee,Smart Business Tutorials,25588,,,
1175694,Get a Credit Repair Publication On Amazon and Live LIFE..,https://www.youtube.com/watch?v=W5CA1K7WNIJ,Carlos Rivera,Finovate Academy,89001,,,
945750,Fundamentals of Accounting,https://www.youtube.com/watch?v=8CB6AXN7FFQ,Carlos Rivera,Finovate Academy,26456,,,
1085580,"RSI, Options Trading & Technical Analysis (3 Course Bundle)",https://www.youtube.com/watch?v=2ZPX17P5R8T,Sara Lee,BizTech Explained,67845,,,
1188410,Basics of Mutual Funds for CA / CMA / CS / CFA Exams,https://www.youtube.com/watch?v=ORQ9P19RN4D,Sara Lee,Smart Business Tutorials,83073,,,
402836,Accounting 101: How to read an Accounting Balance Sheet,https://www.youtube.com/watch?v=D6B1R29L8X1,Aisha Khan,Smart Business Tutorials,95041,,,
588764,Stock Options Day Trading Mindset for Success,https://www.youtube.com/watch?v=CUTQ7HWLZEQ,Aisha Khan,Crypto & Capital,58811,,,
576946,Introduction to bookkeeping and Accounting,https://www.youtube.com/watch?v=V5IEVTGJ9EB,Carlos Rivera,Money Meets Code,73196,,,
543242,Learn to Trade The News,https://www.youtube.com/watch?v=7OQ8F7ZMAFQ,Aisha Khan,Crypto & Capital,5578,,,
502240,"Value Investing, Taught by Six Superinvestors",https://www.youtube.com/watch?v=8G3H2MHRBL0,Sara Lee,Smart Business Tutorials,89967,,,
598266,Trading for everyone - The Independent Investor Course I,https://www.youtube.com/watch?v=19ZCLAEJFCQ,Aisha Khan,Finovate Academy,1377,,,
814068,Get Acquired: Learn From The Head Of Acquisitions For eBay,https://www.youtube.com/watch?v=NBZB2UX191A,Emily Davis,Codeconomics,98837,,,
1076920,Stock Market investment: Practical Accounting,https://www.youtube.com/watch?v=80PQB97TT8P,Emily Davis,Crypto & Capital,34143,,,
1103272,"How to remove 'Risk from Penny Stocks - Options Trading""",https://www.youtube.com/watch?v=9N21Y8NFVGK,Michael Chen,Codeconomics,80738,,,
441112,Accounting Basics in 66 Minutes (absolutely for beginners),https://www.youtube.com/watch?v=YH7ACKSDJQH,Rajesh Kumar,BizTech Explained,81853,,,
1022108,"Tax Accounting: Difficult Topic, Made Easy to Understand",https://www.youtube.com/watch?v=B6KAQ9STTHB,Emily Davis,Codeconomics,7202,,,
1028030,Analysis of Company Financial Statements,https://www.youtube.com/watch?v=8MFP6FMNRGF,Rajesh Kumar,Finovate Academy,75735,,,
1018380,Forex Trading Like Banks – Step by Step with Live Examples,https://www.youtube.com/watch?v=I2Y5FAWGW39,Sara Lee,Finovate Academy,59452,,,
575676,Fundamentals of Investing!,https://www.youtube.com/watch?v=5F8MLSLUVQE,Michael Chen,Smart Business Tutorials,54464,,,
1105216,Bank Financial Management A Comprehensive Study,https://www.youtube.com/watch?v=Z1JHWTHS6R3,Rajesh Kumar,Crypto & Capital,64368,,,
936328,Learn to Trade Forex and Stocks: From Beginner to Advanced,https://www.youtube.com/watch?v=GTR94WO138N,Emily Davis,Crypto & Capital,39815,,,
43441,"Master 'Technical Analysis and Chart reading skills Bundle""",https://www.youtube.com/watch?v=HUM7ADBNDKI,Emily Davis,Money Meets Code,70144,,,
1103718,Naked Put Options Trade Covered Call & Poor Man Covered Call,https://www.youtube.com/watch?v=AMO28B5ZY9N,Sara Lee,Money Meets Code,69097,,,
584410,The Ultimate Guide to Dividend & Dividend Growth Investing,https://www.youtube.com/watch?v=MOIEAD2ND4V,Sara Lee,Money Meets Code,26141,,,
625568,Charting for Beginners 101: Technical Analysis Demystified,https://www.youtube.com/watch?v=ANQE1WBO0RC,Emily Davis,Tech & Finance Simplified,35449,,,
297742,Build a DCF Valuation Model,https://www.youtube.com/watch?v=2UMH2PKD8DU,John Smith,Crypto & Capital,91190,,,
24877,Introductory Financial Accounting,https://www.youtube.com/watch?v=1D266AL7IYP,Michael Chen,Smart Business Tutorials,69942,,,
1188742,Introduction to Cryptocurrencies and Blockchain,https://www.youtube.com/watch?v=CLKT240894L,Michael Chen,Crypto & Capital,93683,,,
597716,Trade Pullback Candlestick Strategy - Make Consistent Pips,https://www.youtube.com/watch?v=8KGLYF9FAX1,John Smith,Crypto & Capital,13251,,,
415802,Accounting Standards Basics (Professional Course Level),https://www.youtube.com/watch?v=8EWX63DLNRR,Aisha Khan,Crypto & Capital,8766,,,
323950,Use the Magic Multiple Moving Average Forex Trading system,https://www.youtube.com/watch?v=QWAVKFHMN5R,John Smith,BizTech Explained,10360,,,
488818,QuickBooks 2015 Training for Newbies,https://www.youtube.com/watch?v=H1RHSPFLQC7,Sara Lee,BizTech Explained,8387,,,
610890,TRADING PSYCHOLOGY: Trading Mindset Mastery,https://www.youtube.com/watch?v=BINFFM9419U,Aisha Khan,Crypto & Capital,80565,,,
